reef_id,survey_type,country,reef_area_ha,reef_area_km,reef_count,halo_area_ha,halo_area_km,halo_count,reef_visibility,ocean_basin,site_characterization,image_date,image_year
R00371,Stratified_AllReefs,French Polynesia,50.6,0.506,1,0,0,0,NP,S. Pacific,Aggregate Reef,4/2/13,2013
R00372,Stratified_AllReefs,French Polynesia,16.1,0.161,1,0,0,0,NH,S. Pacific,Patch Reef,7/21/09,2009
R00373,Stratified_AllReefs,French Polynesia,51.8,0.518,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/21/09,2009
R00374,Stratified_AllReefs,Saudi Arabia,144,1.44,1,0,0,0,NP,Indian ,Aggregate Reef,12/30/13,2013
R00375,Stratified_AllReefs,Philippines,38.6,0.386,1,0,0,0,NP,N. Pacific,Aggregate Reef,3/22/17,2017
R00376,Stratified_AllReefs,Belize,745,7.45,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/1/18,2018
R00377,Stratified_AllReefs,Madacascar,25.9,0.259,1,0,0,0,NP,Indian ,Aggregate Reef,11/2/18,2018
R00378,Stratified_AllReefs,Madacascar,93.6,0.936,1,0,0,0,NP,Indian ,Aggregate Reef,9/24/19,2019
R00379,Stratified_AllReefs,Australia,754,7.54,1,0,0,0,NP,S. Pacific,Aggregate Reef,8/11/06,2006
R00380,Stratified_AllReefs,Australia,209,2.09,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/25/11,2011
R00381,Stratified_AllReefs,Fiji,47.4,0.474,1,0,0,0,NP,S. Pacific,Aggregate Reef,4/25/15,2015
R00382,Stratified_AllReefs,Fiji,157,1.57,1,7.76,0.0776,1,HP,S. Pacific,Patch Reef,6/15/16,2016
R00383,Stratified_AllReefs,Fiji,100,1,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/20/19,2019
R00384,Stratified_AllReefs,Fiji,125,1.25,1,0,0,0,NP,S. Pacific,Aggregate Reef,4/13/10,2010
R00385,Stratified_AllReefs,Fiji,234,2.34,1,0,0,0,NP,S. Pacific,Aggregate Reef,9/18/12,2012
R00386,Stratified_AllReefs,Fiji,290,2.9,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/25/16,2016
R00387,Stratified_AllReefs,French Polynesia,253.7,2.537,1,0,0,0,NH,S. Pacific,Patch Reef,7/19/19,2019
R00388,Stratified_AllReefs,French Polynesia,127,1.27,1,0,0,0,NH,S. Pacific,Patch Reef,10/9/16,2016
R00389,Stratified_AllReefs,French Polynesia,110,1.1,1,0,0,0,NH,S. Pacific,Patch Reef,10/9/16,2016
R00390,Stratified_AllReefs,Eritrea,273,2.73,1,0,0,0,NH,Indian ,Patch Reef,11/6/18,2018
R00391,Stratified_AllReefs,Yemen,53.6,0.536,1,0,0,0,NP,Indian ,Aggregate Reef,1/16/19,2019
R00392,Stratified_AllReefs,Belize,93.4,0.934,1,0,0,0,NP,N. Atlantic,Aggregate Reef,7/1/16,2016
R00393,Stratified_AllReefs,Jamaica,54.2,0.542,1,0,0,0,DR,N. Atlantic,Aggregate Reef,2/24/17,2017
R00394,Stratified_AllReefs,Dominican Republic,296,2.96,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/26/18,2018
R00395,Stratified_AllReefs,Puerto Rico,68,0.68,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/1/17,2017
R00396,Stratified_AllReefs,Australia,20.9,0.209,1,0,0,0,NP,S. Pacific,Aggregate Reef,1/4/16,2016
R00397,Stratified_AllReefs,Australia,255,2.55,1,0,0,0,BR,S. Pacific,Aggregate Reef,9/21/12,2012
R00398,Stratified_AllReefs,New Caledonia,50,0.5,1,0,0,0,BR,S. Pacific,Aggregate Reef,12/1/15,2015
R00399,Stratified_AllReefs,Fiji,310,3.1,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/30/15,2015
R00400,Stratified_AllReefs,Fiji,311,3.11,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/8/17,2017
R00401,Stratified_AllReefs,Fiji,201,2.01,1,12.9,0.129,1,HP,S. Pacific,Patch Reef,7/21/19,2019
R00402,Stratified_AllReefs,Fiji,84.6,0.846,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/21/19,2019
R00403,Stratified_AllReefs,Fiji,79.8,0.798,1,0,0,0,NP,S. Pacific,Aggregate Reef,2/19/16,2016
R00404,Stratified_AllReefs,Fiji,48.5,0.485,1,0,0,0,NP,S. Pacific,Aggregate Reef,3/13/06,2006
R00405,Stratified_AllReefs,Fiji,86.7,0.867,1,0,0,0,NP,S. Pacific,Aggregate Reef,3/13/06,2006
R00406,Stratified_AllReefs,Cook Islands,235,2.35,1,0,0,0,NH,S. Pacific,Patch Reef,7/19/09,2009
R00407,Stratified_AllReefs,French Polynesia,18.4,0.184,1,0,0,0,NP,S. Pacific,Aggregate Reef,11/29/05,2005
R00408,Stratified_AllReefs,French Polynesia,10.7,0.107,1,0,0,0,NP,S. Pacific,Aggregate Reef,11/29/05,2005
R00409,Stratified_AllReefs,Sudan,33,0.33,1,0,0,0,NP,Indian ,Aggregate Reef,10/16/18,2018
R00410,Stratified_AllReefs,Saudi Arabia,143,1.43,1,83.3,0.833,1,HP,Indian ,Patch Reef,1/26/09,2009
R00411,Stratified_AllReefs,Saudi Arabia,162,1.62,1,0,0,0,NH,Indian ,Patch Reef,1/26/09,2009
R00412,Stratified_AllReefs,Saudi Arabia,145.1,1.451,1,0,0,0,BR,Indian ,Patch Reef,6/23/11,2011
R00413,Stratified_AllReefs,Philippines,27.2,0.272,1,0,0,0,NP,N. Pacific,Aggregate Reef,5/14/18,2018
R00414,Stratified_AllReefs,United States of America,14.1,0.141,1,0,0,0,DR,N. Pacific,Aggregate Reef,1/8/13,2013
R00415,Stratified_AllReefs,Mexico,103,1.03,1,0,0,0,BR,N. Atlantic,Aggregate Reef,12/1/09,2009
R00416,Stratified_AllReefs,Haiti,17.8,0.178,1,0,0,0,BR,N. Atlantic,Aggregate Reef,11/26/13,2013
R00417,Stratified_AllReefs,Fiji,203.7,2.037,1,0,0,0,NH,S. Pacific,Patch Reef,7/16/18,2018
R00418,Stratified_AllReefs,Fiji,145,1.45,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/16/18,2018
R00419,Stratified_AllReefs,Fiji,99.8,0.998,1,0,0,0,NH,S. Pacific,Patch Reef,3/24/20,2020
R00420,Stratified_AllReefs,Fiji,168,1.68,1,0,0,0,NH,S. Pacific,Patch Reef,2/16/08,2008
R00421,Stratified_AllReefs,Fiji,77.4,0.774,1,0,0,0,NP,S. Pacific,Aggregate Reef,2/16/08,2008
R00422,Stratified_AllReefs,Niue,16.8,0.168,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/2/16,2016
R00423,Stratified_AllReefs,Niue,10.9,0.109,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/2/16,2016
R00424,Stratified_AllReefs,Sudan,99.9,0.999,1,0,0,0,NP,Indian ,Aggregate Reef,3/25/20,2020
R00425,Stratified_AllReefs,Saudi Arabia,151,1.51,1,0,0,0,NP,Indian ,Aggregate Reef,3/25/20,2020
R00426,Stratified_AllReefs,United States of America,9.62,0.0962,1,0,0,0,NP,N. Pacific,Aggregate Reef,6/16/19,2019
R00427,Stratified_AllReefs,Haiti,137,1.37,1,0,0,0,NP,N. Atlantic,Aggregate Reef,3/24/20,2020
R00428,Stratified_AllReefs,Mauritius,271,2.71,1,0,0,0,NH,Indian ,Aggregate Reef,8/11/20,2020
R00429,Stratified_AllReefs,Mauritius,397,3.97,1,0,0,0,NH,Indian ,Patch Reef,8/11/20,2020
R00430,Stratified_AllReefs,Australia,272,2.72,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/21/09,2009
R00431,Stratified_AllReefs,New Caledonia,499,4.99,1,0,0,0,NH,S. Pacific,Patch Reef,8/1/20,2020
R00432,Stratified_AllReefs,New Caledonia,101,1.01,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/1/16,2016
R00433,Stratified_AllReefs,Tonga,39.7,0.397,1,0,0,0,NP,S. Pacific,Aggregate Reef,11/26/11,2011
R00434,Stratified_AllReefs,Tonga,95,0.95,1,0,0,0,NP,S. Pacific,Aggregate Reef,7/11/13,2013
R00435,Stratified_AllReefs,Sudan,63.3,0.633,1,0,0,0,NP,Indian ,Aggregate Reef,4/2/05,2005
R00436,Stratified_AllReefs,United States of America,14.7,0.147,1,0,0,0,NP,N. Pacific,Aggregate Reef,7/8/16,2016
R00437,Stratified_AllReefs,Mexico,390,3.9,1,0,0,0,NP,N. Atlantic,Aggregate Reef,5/3/16,2016
R00438,Stratified_AllReefs,Cuba,92.6,0.926,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/17/14,2014
R00439,Stratified_AllReefs,Cuba,52,0.52,1,0,0,0,NP,N. Atlantic,Aggregate Reef,12/19/18,2018
R00440,Stratified_AllReefs,Turks and Caicos Islands,43.8,0.438,1,0,0,0,NP,N. Atlantic,Aggregate Reef,12/31/10,2010
R00441,Stratified_AllReefs,Australia,1107.27,11.0727,1,0,0,0,BR,S. Pacific,Aggregate Reef,12/1/10,2010
R00442,Stratified_AllReefs,Australia,42.4,0.424,1,0,0,0,BR,S. Pacific,Aggregate Reef,4/1/12,2012
R00443,Stratified_AllReefs,Australia,104,1.04,1,0,0,0,BR,S. Pacific,Aggregate Reef,4/1/12,2012
R00444,Stratified_AllReefs,New Caledonia,831.7,8.317,1,25.8,0.258,1,HP,S. Pacific,Patch Reef,6/6/04,2004
R00445,Stratified_AllReefs,New Caledonia,15.3,0.153,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/7/18,2018
R00446,Stratified_AllReefs,New Caledonia,97.3,0.973,1,0,0,0,BR,S. Pacific,Aggregate Reef,12/1/15,2015
R00447,Stratified_AllReefs,New Caledonia,31.7,0.317,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/30/15,2015
R00448,Stratified_AllReefs,Tonga,148,1.48,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/30/15,2015
R00449,Stratified_AllReefs,Tonga,108,1.08,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/30/15,2015
R00450,Stratified_AllReefs,Saudi Arabia,74.5,0.745,1,0,0,0,NP,Indian ,Aggregate Reef,6/27/18,2018
R00451,Stratified_AllReefs,United States of America,115.9,1.159,1,0,0,0,NP,N. Pacific,Aggregate Reef,5/23/19,2019
R00452,Stratified_AllReefs,Cuba,1140,11.4,1,0,0,0,NP,N. Atlantic,Aggregate Reef,1/15/17,2017
R00453,Stratified_AllReefs,Cuba,109,1.09,1,0,0,0,NP,N. Atlantic,Aggregate Reef,7/26/19,2019
R00454,Stratified_AllReefs,Cuba,27,0.27,1,0,0,0,NP,N. Atlantic,Aggregate Reef,1/11/20,2020
R00455,Stratified_AllReefs,Cuba,341,3.41,1,0,0,0,NP,N. Atlantic,Aggregate Reef,6/29/15,2015
R00456,Stratified_AllReefs,Madacascar,294,2.94,1,0,0,0,NP,Indian ,Aggregate Reef,7/20/13,2013
R00457,Stratified_AllReefs,Australia,268,2.68,1,0,0,0,NP,Indian ,Aggregate Reef,7/8/13,2013
R00458,Stratified_AllReefs,Australia,50.7,0.507,1,0,0,0,NP,Indian ,Aggregate Reef,7/1/13,2013
R00459,Stratified_AllReefs,Australia,107,1.07,1,0,0,0,NP,S. Pacific,Aggregate Reef,12/23/14,2014
R00460,Stratified_AllReefs,Australia,89.6,0.896,1,0,0,0,BR,S. Pacific,Aggregate Reef,12/1/14,2014
R00461,Stratified_AllReefs,Australia,338,3.38,1,4.93,0.0493,0,HP,S. Pacific,Patch Reef,12/23/14,2014
R00462,Stratified_AllReefs,New Caledonia,207,2.07,1,113,1.13,1,HP,S. Pacific,Patch Reef,6/28/18,2018
R00463,Stratified_AllReefs,New Caledonia,45,0.45,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/28/18,2018
R00464,Stratified_AllReefs,New Caledonia,20.6,0.206,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/28/19,2019
R00465,Stratified_AllReefs,New Caledonia,24,0.24,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/28/18,2018
R00466,Stratified_AllReefs,New Caledonia,63,0.63,1,0,0,0,NP,S. Pacific,Aggregate Reef,9/24/16,2016
R00467,Stratified_AllReefs,French Polynesia,160,1.6,1,0,0,0,NH,S. Pacific,Patch Reef,5/19/07,2007
R00468,Stratified_AllReefs,Sudan,87.7,0.877,1,0,0,0,NH,Indian ,Aggregate Reef,5/24/07,2007
R00469,Stratified_AllReefs,Saudi Arabia,38.6,0.386,1,0,0,0,NP,Indian ,Aggregate Reef,5/24/07,2007
R00470,Stratified_AllReefs,Oman,56,0.56,1,0,0,0,NP,Indian ,Aggregate Reef,4/8/11,2011
R00471,Stratified_AllReefs,Mexico,20.6,0.206,1,0,0,0,NP,N. Pacific,Aggregate Reef,12/13/16,2016
R00472,Stratified_AllReefs,Cuba,260,2.6,1,0,0,0,NP,N. Atlantic,Aggregate Reef,10/4/12,2012
R00473,Stratified_AllReefs,Cuba,617,6.17,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/8/16,2016
R00474,Stratified_AllReefs,Cuba,89,0.89,1,0,0,0,NP,N. Atlantic,Aggregate Reef,11/8/16,2016
R00475,Stratified_AllReefs,Bahamas,2343,23.43,1,2285,22.85,1,HP,N. Atlantic,Patch Reef,12/4/13,2013
R00476,Stratified_AllReefs,Bahamas,23.5,0.235,1,0,0,0,NP,N. Atlantic,Aggregate Reef,10/15/15,2015
R00477,Stratified_AllReefs,Madacascar,247,2.47,1,0,0,0,NP,Indian ,Aggregate Reef,10/6/18,2018
R00478,Stratified_AllReefs,Australia,147,1.47,1,0,0,0,NP,Indian ,Aggregate Reef,11/30/18,2018
R00479,Stratified_AllReefs,New Caledonia,184.5,1.845,1,0,0,0,NP,S. Pacific,Aggregate Reef,6/27/14,2014
R00480,Stratified_AllReefs,Egypt,69.2,0.692,1,0,0,0,NP,Indian ,Aggregate Reef,9/30/16,2016
R00481,Stratified_AllReefs,Saudi Arabia,117,1.17,1,0,0,0,NP,Indian ,Aggregate Reef,10/2/18,2018
R00482,Stratified_AllReefs,Bahamas,235,2.35,1,0,0,0,NH,N. Atlantic,Patch Reef,7/29/10,2010
R00483,Stratified_AllReefs,Bahamas,3654,36.54,1,1577,15.77,1,HP,N. Atlantic,Patch Reef,2/2/20,2020
R00484,Stratified_AllReefs,Bahamas,165,1.65,1,0,0,0,NP,N. Atlantic,Aggregate Reef,2/2/20,2020
R00485,Stratified_AllReefs,Bahamas,108,1.08,1,0,0,0,NP,N. Atlantic,Aggregate Reef,2/2/20,2020
R00486,Stratified_AllReefs,Madacascar,54.2,0.542,1,0,0,0,NP,Indian ,Aggregate Reef,6/20/20,2020
R00487,Stratified_AllReefs,Egypt,15,0.15,1,0,0,0,NP,Indian ,Aggregate Reef,3/30/20,2020
R00488,Stratified_AllReefs,Saudi Arabia,122,1.22,1,0,0,0,NH,Indian ,Patch Reef,4/19/13,2013
R00489,Stratified_AllReefs,Qatar,138,1.38,1,0,0,0,NP,Indian ,Aggregate Reef,4/1/13,2013
R00490,Stratified_AllReefs,United States of America,1139,11.39,1,38.2,0.382,1,HP,N. Atlantic,Patch Reef,12/1/17,2017
R00491,Stratified_AllReefs,Bahamas,259,2.59,1,0,0,0,NP,N. Atlantic,Aggregate Reef,2/1/20,2020
R00492,Stratified_AllReefs,Bahamas,1378,13.78,1,898,8.98,1,HP,N. Atlantic,Patch Reef,3/18/18,2018
R00493,Stratified_AllReefs,Bahamas,140,1.4,1,0,0,0,NP,N. Atlantic,Aggregate Reef,12/24/19,2019
R00494,Stratified_AllReefs,Madacascar,151,1.51,1,0,0,0,NP,Indian ,Aggregate Reef,9/1/14,2014
R00495,Stratified_AllReefs,Australia,76,0.76,1,0,0,0,NP,Indian ,Aggregate Reef,9/20/14,2014
R00496,Stratified_AllReefs,Australia,426,4.26,1,0,0,0,NP,Indian ,Aggregate Reef,9/1/13,2013
R00497,Stratified_AllReefs,Egypt,9.95,0.0995,1,0,0,0,NP,Indian ,Aggregate Reef,5/20/20,2020
R00498,Stratified_AllReefs,Saudi Arabia,128,1.28,1,0,0,0,NP,Indian ,Aggregate Reef,11/1/11,2011
R00499,Stratified_AllReefs,Saudi Arabia,236.2,2.362,1,0,0,0,NP,Indian ,Aggregate Reef,11/1/11,2011
R00500,Stratified_AllReefs,Bahrain,454,4.54,1,0,0,0,NP,Indian ,Aggregate Reef,4/2/19,2019
R00501,Stratified_AllReefs,United States of America,1321,13.21,1,0,0,0,NP,N. Pacific,Aggregate Reef,2/24/12,2012
R00502,Stratified_AllReefs,Mexico,9.79,0.0979,1,0,0,0,NP,N. Pacific,Aggregate Reef,2/24/12,2012
R00503,Stratified_AllReefs,Bahamas,284,2.84,1,0,0,0,NP,N. Atlantic,Aggregate Reef,9/10/19,2019
R00504,Stratified_AllReefs,Mozambique,71,0.71,1,0,0,0,NP,Indian ,Aggregate Reef,3/19/19,2019
R00505,Stratified_AllReefs,Australia,712,7.12,1,0,0,0,NP,Indian ,Aggregate Reef,8/5/18,2018
R00506,Stratified_AllReefs,Australia,2864,28.64,1,0,0,0,NP,Indian ,Aggregate Reef,8/5/20,2020
R00507,Stratified_AllReefs,Egypt,20.1,0.201,1,0,0,0,NP,Indian ,Aggregate Reef,4/24/20,2020
R00508,Stratified_AllReefs,Saudi Arabia,60.6,0.606,1,0,0,0,NP,Indian ,Aggregate Reef,11/14/19,2019
R00509,Stratified_AllReefs,Japan,203.8,2.038,1,0,0,0,NP,N. Pacific,Aggregate Reef,4/9/18,2018
R00510,Stratified_AllReefs,Bahamas,412,4.12,1,0,0,0,NP,N. Atlantic,Aggregate Reef,9/10/19,2019
R00511,Stratified_AllReefs,Egypt,25.4,0.254,1,0,0,0,NP,Indian ,Aggregate Reef,7/11/18,2018
R00512,Stratified_AllReefs,Egypt,260.5,2.605,1,0,0,0,NH,Indian ,Patch Reef,7/11/18,2018
R00513,Stratified_AllReefs,Egypt,550.4,5.504,1,14.98,0.1498,1,HP,Indian ,Patch Reef,8/13/20,2018
R00514,Stratified_AllReefs,Saudi Arabia,149,1.49,1,0,0,0,NP,Indian ,Aggregate Reef,11/8/18,2018
R00515,Stratified_AllReefs,Saudi Arabia,2066,20.66,1,186.85,1.8685,1,HP,Indian ,Patch Reef,3/19/19,2019
R00516,Stratified_AllReefs,Egypt,20.3,0.203,1,0,0,0,NP,Indian ,Aggregate Reef,10/2/13,2013
R00517,Stratified_AllReefs,Saudi Arabia,19.4,0.194,1,0,0,0,NP,Indian ,Aggregate Reef,10/2/13,2013
R00518,Stratified_AllReefs,Australia,63.5,0.635,1,0,0,0,NP,Indian ,Aggregate Reef,4/7/20,2020
R00519,Stratified_NTOnly,Palau,414.5,4.145,1,0,0,0,NH,N. Pacific,Patch Reef,6/1/14,2014
R00520,Stratified_NTOnly,Indonesia,105,1.05,1,0,0,0,NH,N. Pacific,Patch Reef,9/1/06,2006
R00521,Stratified_NTOnly,Seychelles,87.8,0.878,1,14.1,0.141,1,HP,Indian ,Patch Reef,12/1/13,2013
R00522,Stratified_NTOnly,Seychelles,210,2.1,1,28.4,0.284,1,HP,Indian ,Patch Reef,6/1/15,2015
R00523,Stratified_NTOnly,Indonesia,52.3,0.523,1,0,0,0,NH,S. Pacific,Patch Reef,12/1/16,2016
R00524,Stratified_NTOnly,Marshall Islands,36,0.36,1,0,0,0,NH,N. Pacific,Patch Reef,1/1/15,2015
R00525,Stratified_NTOnly,Palau,200.7,2.007,1,0,0,0,NH,N. Pacific,Patch Reef,1/1/17,2017
R00526,Stratified_NTOnly,Palau,68.8,0.688,1,9.77,0.0977,1,HP,N. Pacific,Patch Reef,12/1/10,2010
R00527,Stratified_NTOnly,Seychelles,229,2.29,1,0,0,0,NH,Indian ,Patch Reef,4/1/04,2004
R00528,Stratified_NTOnly,Marshall Islands,337,3.37,1,121,1.21,1,HP,N. Pacific,Patch Reef,12/1/14,2014
R00529,Stratified_NTOnly,Philippines,810,8.1,1,249,2.49,1,HP,N. Pacific,Patch Reef,2/1/14,2014
R00530,Stratified_NTOnly,Australia,723.8,7.238,1,207,2.07,1,HP,S. Pacific,Patch Reef,10/1/14,2014
R00531,Stratified_NTOnly,Nicaragua,142,1.42,1,120,1.2,1,HP,N. Atlantic,Patch Reef,7/1/14,2014
R00532,Stratified_NTOnly,Samoa,170,1.7,1,0,0,0,NH,S. Pacific,Patch Reef,9/1/11,2011
R00533,Stratified_NTOnly,Honduras,214,2.14,1,79.1,0.791,1,HP,N. Atlantic,Patch Reef,5/1/16,2016
R00534,Stratified_NTOnly,United States of America,508,5.08,1,0,0,0,NH,N. Pacific,Patch Reef,10/1/14,2014
R00535,Stratified_NTOnly,Dominican Republic,71.2,0.712,1,23.4,0.234,1,HP,N. Atlantic,Patch Reef,10/1/18,2018
R00536,Stratified_NTOnly,Antigua and Barbuda,209,2.09,1,0,0,0,NH,N. Atlantic,Patch Reef,6/1/16,2016
R00537,Stratified_NTOnly,Saudi Arabia,13.2,0.132,1,0,0,0,NH,Indian ,Patch Reef,6/1/11,2011
R00538,Stratified_NTOnly,Virgin Islands,44.3,0.443,1,0,0,0,NH,N. Atlantic,Patch Reef,2/1/13,2013
R00539,Stratified_NTOnly,Dominican Republic,759,7.59,1,0,0,0,NH,N. Atlantic,Patch Reef,2/1/20,2020
R00540,Stratified_NTOnly,Cayman Islands,38.6,0.386,1,0,0,0,NH,N. Atlantic,Patch Reef,7/1/19,2019
R00541,Stratified_NTOnly,Cuba,211,2.11,1,0,0,0,NH,N. Atlantic,Patch Reef,6/1/19,2019
R00542,Stratified_NTOnly,China,1697,16.97,1,1548,15.48,1,HP,N. Pacific,Patch Reef,8/1/13,2013
R00543,Stratified_NTOnly,Cuba,55.8,0.558,1,0,0,0,NH,N. Atlantic,Patch Reef,11/1/14,2014
R00544,Stratified_NTOnly,Cuba,3373,33.73,1,0,0,0,NH,N. Atlantic,Patch Reef,11/1/09,2009
R00545,Stratified_NTOnly,Cuba,326,3.26,1,114,1.14,1,HP,N. Atlantic,Patch Reef,12/1/14,2014
R00546,Stratified_NTOnly,Saudi Arabia,472,4.72,1,0,0,0,NH,Indian ,Patch Reef,12/1/17,2017
R00547,Stratified_NTOnly,United States of America,286,2.86,1,286,2.86,1,HP,N. Atlantic,Patch Reef,11/1/19,2019
R00548,Stratified_NTOnly,Bahamas,188.9,1.889,1,0,0,0,NH,N. Atlantic,Patch Reef,12/1/18,2018
R00549,Stratified_NTOnly,Australia,994,9.94,1,0,0,0,NH,S. Pacific,Patch Reef,12/1/17,2017
R00550,Stratified_NTOnly,Australia,391.8,3.358,1,283,2.83,1,HP,S. Pacific,Patch Reef,5/1/16,2016
R00551,Stratified_NTOnly,Australia,531,5.31,1,163.3,1.633,1,HP,S. Pacific,Patch Reef,5/1/16,2016
R00552,Stratified_NTOnly,Australia,417,4.17,1,124,1.24,1,HP,S. Pacific,Patch Reef,5/1/16,2016
R00553,Stratified_NTOnly,Australia,116,1.16,1,0,0,0,NH,S. Pacific,Patch Reef,2/1/15,2015
R00554,Stratified_NTOnly,Australia,94.4,0.944,1,0,0,0,NH,S. Pacific,Patch Reef,7/1/09,2009
R00555,Stratified_NTOnly,Australia,99.5,0.995,1,0,0,0,NH,S. Pacific,Patch Reef,7/1/09,2009
R00556,Stratified_NTOnly,Australia,154,1.54,1,0,0,0,NH,S. Pacific,Patch Reef,9/1/16,2016
R00557,Stratified_NTOnly,Australia,46,4.6,1,0,0,0,NH,S. Pacific,Patch Reef,7/1/09,2009
R00558,Stratified_NTOnly,Australia,320,3.2,1,133,1.33,1,HP,S. Pacific,Patch Reef,7/1/16,2016
R00559,Stratified_NTOnly,Australia,221,2.21,1,0,0,0,NH,S. Pacific,Patch Reef,9/1/12,2012